3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
3.23918e-06,0.000833281
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.695432,0.142017
0.331222,0.13509
0.331222,0.13509
0.331222,0.13509
0.331222,0.0675448
0.331222,0.0675448
0.630856,0.129434
7.88327e-05,0.00162697
7.88327e-05,0.00162697
7.88327e-05,0.00162697
0.434669,0.0877236
0.434669,0.0877236
0.434669,0.0877236
0.434669,0.0877236
nan,nan
nan,nan
